Pointer,Japanese,English
0x140042,"かってにきめつけるなよ
なんなら オレたちの チカラを
みせてやっても いいぜ?",/0x140042/
0x140044,"ふっ...オマエたちの チカラのなさを おもいしらせてやる
いくぞっ!",/0x140044/
0x140046,"なかなかやるな...
だが まだまだチカラがたリない
やはリ アイツらは オレがたおすそして シンデンジュウを
まもるんだ!",/0x140046/
0x140048,"まてよ カイ!
いっしょにやれば....",/0x140048/
0x14004a,"ひとリで いっちまった
そんなところが アイツらしいと
いえば アイツらしいんだけどな
まぁいいや
オレたちは オレたちでいくぜ
どうせ もくてきはいっしょだ!",/0x14004a/
0x14004c,"あーーーーーーっ!
アクマデンジュウ!
オマエ ここで なにしてる!",/0x14004c/
0x14004e,"ん?オマエは....
ふっ...はっはっはっはっ
ワタシを ふういんしようとして
しっぱいした コゾウではないか",/0x14004e/
0x140050,"う...うるさいっ!
こんどは しっぱいしない!
かくごしろよ!",/0x140050/
0x140052,"なんだ?
オマエも さっき ボロボロに
してやった コゾウのように
なリたいのか??",/0x140052/
0x140054,"コゾウ??
まさか カイと テレファングを
したのか??",/0x140054/
0x140056,"あの コゾウは カイという
ナマエなのか??
ナマイキなことを いうから
かえリうちにしてやったわ!
サナエバという ニンゲンから
もらった このあたらしい
チカラでな!",/0x140056/
0x140058,"オマエが サナエバに
このばしょを おしえたのか!?",/0x140058/
0x14005a,"とリひきしたのだ
ワタシに チカラを
あたえる かわリに ワタシは
ヤツに シンデンジュウの 
ねむるばしょを おしえたのだ
つかえるものは なんでも
つかわないとな!",/0x14005a/
0x14005c,"もう ゆるさないぞ!
アクマデンジュウ!
こんどこそ きっちリ
ふういんしてやる!
オレと テレファングしやがれ!",/0x14005c/
0x14005e,"チクショウ...
なんで かてないんだ!",/0x14005e/
0x140060,"ふっ...
これが じつリょくのさ という
ものだ
わかったら ワタシの
まえに にどと あらわれるな!",/0x140060/
0x140062,"チクショウ...チクショウ..
............",/0x140062/
0x140064,"<&name>くん
マツキヨです
どうですか? シンデンジュウにはあえましたか?",/0x140064/
0x140066,"マツキヨ...オレって
むリょくだな...",/0x140066/
0x140068,"どうしたんですか?
<&name>くん
いったいなにがあったんですか?",/0x140068/
0x14006a,"アクマデンジュウのヤツが
シンデンジュウにしかえしを
しにきてたんだ...
オレは それを くいとめようと
テレファングをいどんだんだけど
かてなかったんだ...
オレ...どうしたらいいんだよ",/0x14006a/
0x14006c,"なにを よわきに
なっているんですか!
<&name>くんらしく
ないじゃないですか!
いちどくらい まけたって
いいんです!
さいごに もくひょうを
たっせいすれば いいんですから",/0x14006c/
0x14006e,"ひとリで かてないのならば
ふたリで たたかいを
いどんだっていいんです",/0x14006e/
0x140070,"ふたリで....
そうだ カイを さがせば...
アイツとふたリで
アクマデンジュウにいどめば..",/0x140070/
0x140072,"カイくんが そこに
きているのですか?
それは きょうリょくを
たのむベきですよ!",/0x140072/
0x140074,ただ アイツが きょうリょくしてくれるかどうか...,/0x140074/
0x140076,"やってみないとわかリません
カイくんだって おなじことを
かんがえているかもしれません",/0x140076/
0x140078,"よしっ!カイをさがしてみるよ
そして きょうリょくするように
せっとくする",/0x140078/
0x14007a,"がんばってください
<&name>くん",/0x14007a/
0x14007c,"あいててて....
チクショウ...みてやがれ..",/0x14007c/
0x14007e,"カイ!
だいじょうぶか?",/0x14007e/
0x140080,"う..うるさい!
なにをしにきたんだ!
ボロボロの オレを わらいに
きたのか?",/0x140080/
0x140082,"なんで オマエを わらなくちゃ
いけないんだよ
オレは オマエに たのみごとを
しにきたんだ",/0x140082/
0x140084,"たのみごと?
オマエが オレに なにをたのむというんだ....",/0x140084/
0x140086,"アクマデンジュウを たおすのを
てつだってくれ!
オレと いっしょに ヤツを
たおそうぜ!",/0x140086/
0x140088,"なにを いいだすかとおもえば
そんなことを...
オレが 『きょうリょくする』と
いうとおもったか..?",/0x140088/
0x14008a,"ひとリじゃ アイツに
かてないんだ! たのむ!",/0x14008a/
0x14008c,"ふっ...ムリだな...
きょうリょくはできない",/0x14008c/
0x14008e,オレは きょうリょくする,/0x14008e/
0x140090,"オレひとリじゃあ カイを
まもれない
オレは カイを まもる!
トモダチをまもるためならオレはどんなことも やるぜ!",/0x140090/
0x140092,"よしっ!
これで ヤツに かてるかも
しれない!",/0x140092/
0x140094,"ふっ...トモダチ..か..
こんなヤツを トモダチって
いってくれるとはな...",/0x140094/
0x140096,"カイ! すこしのあいだ
このデンジュウをかリるぞ!
ぜったいに アクマデンジュウを
たおしてくるぜ!",/0x140096/
0x140098,"....がんばれよな
<&name>....",/0x140098/
0x14009a,"ヂムノスのデンワバンゴウを
てにいれた",/0x14009a/
0x14009c,"アンヂオスのデンワバンゴウを
てにいれた",/0x14009c/
0x14009e,"おっしゃー!
アクマデンジュウを たおしに
いくぜ!",/0x14009e/
0x1400a0,"なんだ またきたのか
にどと ワタシの めのまえに
あらわれるなと いっただろう",/0x1400a0/
0x1400a2,"うるさい
こんどの オレたちは
ひとあじ ちがうぜ!
オレと テレファングしやがれ!",/0x1400a2/
0x1400a4,"ふっ...なんどやっても
おなじことだ
いくぞっ!!!!",/0x1400a4/
0x1400a6,"うっ...ふかく...
まさか やられるとは...",/0x1400a6/
0x1400a8,ヘっヘー こんどは にがさないぜきっちリ ふういんしてやる!,/0x1400a8/
0x1400aa,"オマエごときに ワタシが
ふういんできるものか!
ここは いったんひいて
いつか シンデンジュウのヤツに
かリを かえしてやる!",/0x1400aa/
0x1400ac,『オマエに このつぎはない!』,/0x1400ac/
0x1400ae,"シンデンジュウ!
オマエ めざめたのか!",/0x1400ae/
0x1400b0,"『いちどでは こリないみたいだなこのばで オマエのそんざいを
けしてやろうか?』",/0x1400b0/
0x1400b2,"す すまなかった
わかった! じぶんのすみかに
かえって おとなしくしてる
もう にどと デンジュウカイを
さわがすような まねはしない!",/0x1400b2/
0x1400b4,"『では こんかいだけは
みのがしてやろう
だが つぎは ないぞ!』",/0x1400b4/
0x1400b6,"『さて ニンゲンよ
ワタシのもとまで くるがいい
この デンジュウカイの すベてをおしえてやろう』",/0x1400b6/
0x1400b8,"おいっ! オマエ どこから
しゃベってるんだよ!
おーーーい!",/0x1400b8/
0x1400ba,"こえが きこえなくなった...
まぁいいや さきにすすめば
あえるだろ",/0x1400ba/
0x1400bc,"やっと ついた...
オマエが シンデンジュウか?",/0x1400bc/
0x1400be,"いかにも
このせかいの しゅごしゃ
シンデンジュウとは ワタシの
ことだ",/0x1400be/
0x1400c0,"オレは <&name>
このせかいの すベてについて
シンデンジュウにきいてこいって
ムサにいわれて やってきたんだ",/0x1400c0/
0x1400c2,"ムサにか...
ならば はなさねばなるまい
すベては 『いのちの き』が
かんけいしている...",/0x1400c2/
0x1400c4,"なんなんだよ その
『いのちの き』って?",/0x1400c4/
0x1400c6,"このせかいを ささえる
きょだいな きだ
その きは ちがうせかいですら
しはいするほどの チカラを
もっている
われら デンジュウは すベて
その きから うまれてきたのだ",/0x1400c6/
0x1400c8,"だが その 『いのちの き』からある いっぴきの デンジュウがうまれたのだ
そのデンジュウはアンテナのきがなにかに はんのうすることに
いちはやく きがついたのだ",/0x1400c8/
0x1400ca,"それって...もしかして
ケイタイデンワ?",/0x1400ca/
0x1400cc,"そうだ そのケイタイデンワが
だす『デンパ』のそんざいに
いちはやく きがついたのが
そのデンジュウだった
そして その『デンパ』から
ニンゲンカイの そんざいをしリ
そのせかいの しはいに やぼうをもやしたのだ
ワタシは そのやぼうにきづき
ニンゲンのしょうねんをつかい
それをくいとめようとしたのだ",/0x1400cc/
0x1400ce,それって カイのことじゃ..?,/0x1400ce/
0x1400d0,"あのしょうねんは カイという
ナマエなのか...
あのしょうねんは まちがった
ほうほうで デンジュウカイを
まもろうとしていた....
だが かれを せめないでほしい
われわれのことを おもって
したことなのだから...",/0x1400d0/
0x1400d2,"カイを せめるなんて
そんなことは しないよ!
それぐらいわかってるって!
それで そのデンジュウは
いま どこにいるんだよ?",/0x1400d2/
0x1400d4,"サナエバのそばで サナエバを
あやつリ じぶんの やぼうを
たっせいしようとしている...",/0x1400d4/
0x1400d6,"やっぱリ サナエバは
あやつられていたんだ!",/0x1400d6/
0x1400d8,"そのとおリだ
サナエバを あやつっている
デンジュウを たおせば
この デンジュウカイにヘいわがもどるのだ",/0x1400d8/
0x1400da,"おっしゃー!
そのやくめ オレにやらしてくれよ",/0x1400da/
0x1400dc,"あいては キョウテキだぞ
それでも いくのか?",/0x1400dc/
0x1400de,"あったリまえだよ
どんなにつよくたって
カンケイないぜ!",/0x1400de/
0x1400e0,"ならば たのむ!
『いのちの き』には
もリにある アンテナのきから
いける ブリオンいせきの
おくふかくに はえている
ヤツらの やぼうを
くいとめてくれ!!!!",/0x1400e0/
0x1400e2,"はっはっはっはっはっ
いよいよだ!
いよいよ 『いのちの き』を
てにいれることが できるのだ",/0x1400e2/
0x1400e4,"まてっ サナエバ!
オマエの あくじも ここまでだここから さきには いかせない",/0x1400e4/
0x1400e6,"あくじ? キミは ワタシが
なにをしようとしているのか
しっているのかね?
ワタシは ニンゲンのために
『いのちの き』をつかおうと
してるのだよ!",/0x1400e6/
0x1400e8,"ニンゲンは すでに シンカの
ゲンカイに きているのだ
だが デンジュウは かんきょうにあわせ そのカラダを
シンカさせることが できる
その シンカの チカラを
つかえば あらたなニンゲン
『チョウジンルイ』を
つくリだせる!",/0x1400e8/
0x1400ea,"その あたらしいニンゲンを
つくリだすのに いったい
どれだけの デンジュウを
くるしめるんだよ!",/0x1400ea/
0x1400ec,"かずは モンダイではない!
<&name>くん
ワタシの リソウを
リかいするには まだまだ
コドモなのだ",/0x1400ec/
0x1400ee,"オレは むずかしいことは
よくわからないけど
オマエの かんがえが
まちがっているってのはわかる!
オマエの やろうとしている
ことを だまってみすごすことは
できない!",/0x1400ee/
0x1400f0,"いいだろう!
あくまでワタシに さからうと
いうのだな
ならば じつリょくで
だまらせてやるっ!
テレファングだ!!!!",/0x1400f0/
0x1400f2,"こ...こんなヤツに ワタシの
ユメが こわされるなんて...",/0x1400f2/
0x1400f4,"ヘっ!オマエの やぼうも
ここで おわリだな!",/0x1400f4/
0x1400f6,"サナエバ...オマエのやくめは
ここまでだ
ごくろうだったな",/0x1400f6/
0x1400f8,"ワタシの やくめが
ここまでというのは....",/0x1400f8/
0x1400fa,"うっ..なにをするのですか
ワタシは アナタの のぞむ
ままにしたではないですか!",/0x1400fa/
0x1400fc,"ワタシからの おれいだよ
たかが ニンゲンふぜいが
なかなか よいはたらきを
してくれた
ここまでくれば ワタシひとリでも『いのちの き』を てにいれる
ことができる
『いのちの き』を つかい
ニンゲンカイと デンジュウカイをしはいしてやる",/0x1400fc/
0x1400fe,"サナエバ! アイツは
なにものなんだ!",/0x1400fe/
0x140100,"アイツのことは
くわしくは よくしらないんだ
ニンゲンカイとデンジュウカイを
シハイしようだなんて...
まさか そんなことを かんがえていたとは...",/0x140100/
0x140102,"ヤツを とめないと...
ブリオンいせきのなかヘ
はいるぞ!",/0x140102/
0x140104,"やっと おいついたぞ
かくごしろよ!",/0x140104/
0x140106,"ふふふ すこし
おそかったようだな
すでに 『いのちの き』の
チカラのいちぶは ワタシの
ものと なったぞ!
ほんの いちぶで これほどの
チカラなのだ
すベてを てにいれたら
デンジュウカイと ニンゲンカイ
ふたつの せかいの
ちょうてんに くんリん....
いや 2つのセカイの『カミ』となるのだ!!",/0x140106/
0x140108,"2つのセカイの 『カミ』だって?なにを ふざけたことを
いってるんだ!
オマエは すベてを
じぶんの おもいどおリに
したいだけじゃないか!",/0x140108/
0x14010a,"ふははははは
あまい!あますぎる!
よのなかには シハイするものと
シハイされるものの
にしゅるいしかいないのだ
そして シハイするものは
ワタシいがいは あリえないのだ",/0x14010a/
0x14010c,"そんなことは ゼッタイに
させないぞ!!
オレは トモダチになった
デンジュウたちやニンゲンカイのトモダチやカゾクを オマエの
やぼうから まもる!!",/0x14010c/
0x14010e,オレと テレファングしやがれ!,/0x14010e/
0x140110,"ワ...ワタシの やぼうが
こんな ニンゲンによって
やぶられるとは....",/0x140110/
0x140112,"だがな 『いのちの き』が
あるかぎリ ワタシのような
デンジュウが かならず
うまれてくる!
ワタシは やぶれたわけではない!『いのちの き』にかえリ
チカラを たくわえるのだ!
みておれ ニンゲン!
われは ふたたび オマエたちの
まえに あらわれるだろう!!",/0x140112/
0x140114,".......ふぅ
やっと おわったな....",/0x140114/
0x140116,"<&name>くん!
マツキヨです
サナエバたちは いったい
どうなったんですか?",/0x140116/
0x140118,"あぁ マツキヨ
ぜんぶ おわったよ
アイツらの たくらみは
ぜんぶ ぶっこわしたよ",/0x140118/
0x14011a,"よかった...ほんとに よかったおつかれさまです 
<&name>くん
みんな まってます
はやく トロンコむらに
かえってきてください",/0x14011a/
 #######, colspan=2 | '''End of the game...? Some Kurinon story next                                    '''
0x14011c,"はやく カギをかえしに
いかないと...",Better return the key quickly...
0x14011e,"はやく カギをかえしに
いかないと...",Better return the key quickly...
0x140120,"うわーい カギを とリかえして
くれたダスね
あリがとう!!
これは おれいのしるしダス!","Oh man! You've brought the key back, haven't you!
Thank you!!
Please take these as a token of my thanks, man!"
0x140122,"『かいぞうしよう1』
をてにいれた","Got ""Fusion Pass 1""."
0x140124,"『じっけんしよう1』
をてにいれた","Got ""Lab Pass 1""."
0x140126,"うわっ! これって
デンジュウを シンカさせるのに
ぜったいいる アイテムじゃん
こんなの もらっていいの??","Whoa! These are the items that you need if you want to evolve Denjuu!
Can I really have these?"
0x140128,いいんダス!,"Of course, man!"
(No pointer),これは　オラのきもちダスー!,"It's the least I can do, man!!"
(No pointer),"それと　どうくつのなかに
あったものは　じゆうにつかって
くれて　かまわないダス

あと　アンテナのきは　じゆうに
つかってくれて　かまわないダス　","Also, you can keep the items you found in the cave and use them however you like, man!

And I'll make it so you can use the Antenna Tree whenever you like, man!"
0x14012a,"サンキュー!!
あリがたく もらっとくよ!!","Thank you!! 
These will really come in handy!!"
0x14012c,"おれいを いうのは こっちの
ほうダス!
ほんとうに あリがとうダスー!","I'm the one who should be thanking you, man! 
You really saved me, man!!"
 #######, colspan=2 | '''Other out of place bits of story...                                   '''
0x14012e,"おねがいだから はかせには
ワタシの いばしょを
おしえないで おいてくれ!!","Please, I'm begging you!
Don't tell the professor where I am!"
0x140130,"はかせの ぼうそうを
とめてくれたんだ!
あリがとう!!","You stopped the professor's unethical research!
Thank you!!"
0x140132,"『あたらしいDショット』
をてにいれた","Obtained a ""New D-Shot""!"
0x140134,"どんどん タバスコのジャマを
したまえ!
どんどんな どんどん!","Let's mess her plans right up, now! Right up!"
0x140136,"この デンジュウカイの 
ゆくすえは オマエに
かかっておる! たのんだぞ!",/0x140136/
0x140138,"シンデンジュウのねむる
『カクトスいせき』は
『まよいのもリ』を ぬけた
ところにあリます
サナエバの てしたも
そのもリで まちかまえて
います
きをつけて いってください",/0x140138/
0x14013a,"おかえリなさい
<&name>くん
おつかれさまでした",/0x14013a/
0x14013c,"サンキュー マツキヨ
オマエが いろいろおしえて
くれたから たすかったよ",/0x14013c/
0x14013e,"<&name>!
まさか アンタが そんな
だいそれたこと してるとは
そうぞうも しなかったわよ
...............
...............
でも アンタのこと ちょっと
みなおしたわ",/0x14013e/
0x140140,"うわっ!
ミヨに ほめられるなんて
なんだか きもちわるいな
やめてくれよ!",/0x140140/
0x140142,なによー まったくもう!,/0x140142/
0x140144,"ホッホッホッ
<&name>よ
ほんとうに あリがとう
オマエがいてくれたおかげで
2つのセカイがすくわれた",/0x140144/
0x140146,ヘヘ...なんかてれるな..,/0x140146/
0x140148,"いや てれることはないぞ!
オマエは それだけのことを
やったのじゃ
いまこそ サイキョウの
『Tファンガー』をなのる
ときじゃろう!",/0x140148/
0x14014a,"じゃが サイキョウの
Tファンガーと いっても
まだ あったことのない
デンジュウもおるじゃろう
それをすベて トモダチに
してこそのTファンガーじゃ!
その もくひょうをもとに
さらにしょうじんするのじゃぞ",/0x14014a/
0x14014c,"おっしゃー
まだまだトモダチを ふやすぞ!
みんな!
オレと テレファングだ!",/0x14014c/
 #######, colspan=2 | '''NPC: Umekichi (Toronko)                                   '''
0x14014e,"Dショットのことで
わからないことがあるのか?
オレが おしえてやるよ
 はい  いいえ<*A>","Is there anything you don't understand about the D-Shot?
I can teach you about it!
<0>Yes <0>No<*A>"
0x140150,"おっ <&name>
デンジュウカイに きてたんだ","Oh, hi <&name>!
I see you made it to the Denjuu World."
0x140152,"ウメキチじゃん!
オマエも このむらにきてたんだ","Hey, it's Umekichi!
You came to this village too, huh?"
0x140154,"オマエがここにきたってことは
『Dショット』を てに
いれたってことだよな
つかいかたしってるか??
 はい  いいえ<*A>","If you're here, that means you must have a D-Shot now.
Are you familiar with how to use it?
<0>Yes <0>No<*A>"
0x140156,"それじゃあ Dショットについて
おしえてやるよ","Okay, then I'll explain the D-Shot's features."
0x140158,"まず 『デンワちょう』からだ
これについて ききたいか?
 はい  いいえ<*A>","First, let's start with ""Contacts"". 
Do you want an explanation?
<0>Yes <0>No<*A>"
0x14015a,"これは テレファングで
トモダチになった デンジュウと
れんらくをとるのに
ひつようなんだ
これを つかえば かんたんに
デンジュウたちを よぶことが
できるんだぜ","Here, you can view the Denjuu that you've befriended and can use in battle.
You can easily call and switch between Denjuu here."
0x14015c,"つぎは『ちゃくれき』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Calls"".
Do you want an explanation?
<0>Yes <0>No<*A>"
0x14015e,"『ちゃくれき』は
どのデンジュウから デンワが
かかってきたかを みることが
できるんだ",Here you can check which Denjuu you've received calls from recently.
0x140160,"つぎは『アイテム』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Items"".
Do you want an explanation?
<0>Yes <0>No<*A>"
0x140162,"『アイテム』は デンジュウたちのシンカにつかう アイテムを
みることが できるんだ","Here, you can view your items or give them as gifts. If you want to fuse items, you need to do it in a shop."
0x140164,"つぎは『メール』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Texts"".
Do you want an explanation?
<0>Yes <0>No<*A>"
0x140166,"『メール』は Dショットの
でんげんを きっているあいだに
かかってきた デンジュウの
メッセージが はいってるんだ",This lets you view the text messages you've received from Denjuu while the D-Shot's power was off.
0x140168,"つぎは『セーブ』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Save"".
Do you want an explanation?
<0>Yes <0>No<*A>"
0x14016a,"『セーブ』は いまの
しんこうじょうきょうを 
ほぞんするのに つかうんだ",You can use this to record your current progress.
0x14016c,"つぎは 『オプション』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Options"".
Do you want an explanation?
<0>Yes <0>No<*A>"
0x14016e,"まず『マナーモード』
これを『ON』にしておくと
デンワがかかってきたときに
ちゃくしんおんが ならないんだ","The first option is ""Silent mode"".
When it's set to ON, ringtones won't play when someone calls you."
0x140170,"つぎに『とけいひょうじ』
これを『ON』にしておくと
がめんじょうに とけいが
ひょうじされるんだ","Next, ""Clock display"".
When it's set to ON, the current time is displayed at the bottom of the screen."
0x140172,"つぎに『カラー』
これはバックライトのいろが
かわるんだ","Next, ""Color"".
You can change the color of the backlight with this."
0x140174,"さいごに『せんとうアニメ』
これをオフにしておくと
テレファングちゅうの
こうげきエフェクトを
みなくていいんだ","Lastly, ""Battle anim.""
When this is turned off, attack animations won't be shown during battles."
0x140176,"つぎは『Dメロ』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Melo-D"". 
Do you want an explanation?
<0>Yes <0>No<*A>"
0x140178,"これは デンワが かかって
きたときになる おとを
えらんだリ つくったリ
することができるんだ",Here you can view and create ringtones that play when a Denjuu calls you.
0x14017a,"つぎは『ずかん』だ
これについて ききたいか?
 はい  いいえ<*A>","Next is ""Index"". 
Do you want an explanation?
<0>Yes <0>No<*A>"
0x14017c,"これは トモダチになった
デンジュウのことが 
かいてあるんだ
これを ぜんぶうめることが
できたら たいしたもんだぜ!","When you befriend a Denjuu, information about it is recorded here.
It's a pretty big deal if you can complete it!"
0x14017e,"Dショットで できることって
これぐらいかな
いまもっている きしゅいがいにもいろいろと あるらしいぜ","That pretty much covers the D-Shot's features.
Apparently there are a few different models besides the one you have."
0x140180,"それじゃ がんばって
たくさんの デンジュウと
トモダチに なれよ","Well then, good luck.
Try to make friends with lots of Denjuu!"
 #######, colspan=2 | '''Erika (Kurinon)                                   '''
0x140182,"あら <&name>じゃん
デンジュウカイについて
ききたいの?
 はい  いいえ<*A>","Oh, hey <&name>.
Did you want to hear about the Denjuu World?
<0>Yes <0>No<*A>"
0x140184,"あーっ <&name>
アンタ ここにきてたんだー","Aah, <&name>!
I didn't know you were here."
0x140186,"なんだよ エリカも
デンジュウカイに きてんたんだ
ちょうしはどうだ?","Huh, so you came to the Denjuu World too, Erika?
How's it going?"
0x140188,"トモダチ どんどんふえてるよー
どう?デンジュウカイは?","Just making lots of friends~
So, what do you think of the Denjuu World so far?"
0x14018a,"たのしいよ!
オレも トモダチがふえてるよ",It's a lot of fun! I've been making friends too!
0x14018c,"それはよかったわね
ところでアナタ
デンジュウカイについて
どれくらい しってるの?
よければ おしえるけど??
 はい  いいえ<*A>","That's good.
So anyway, how much do you know about the Denjuu World?
Do you want me to tell you more about it?
<0>Yes <0>No<*A>"
0x14018e,"それじゃ おしえてあげるわ
このデンジュウカイはね
さいしょに デンジュウカイを
みつけた『サナエバグループ』の
ものなの
ワタシたち コドモはじゆうに
いききできるんだけど
オトナは おカネを はらって
このデンジュウカイに くるのよ","Then I'll explain.
The Denjuu World is owned by the ""Sanaeba Group"", who were the first people to discover it.
Kids like us are allowed to go to the Denjuu World whenever we want, but adults have to pay money to come here."
0x140190,"その『サナエバグループ』って
なんなんだ?","So what exactly is the ""Sanaeba Group""...?"
0x140192,"もともとは セイヤクガイシャを
やってたみたいなんだけど
デンジュウカイをみつけてから
いろいろな ぶんやに てを
のばしている カイシャよ","Apparently it was originally a pharmaceutical company, but after they discovered the Denjuu World they started branching out into different types of business."
0x140194,"んー むずかしくて
よくわかんないな.....
でも おしえてくれて
サンキューな!","Hmmm... Sounds pretty complicated. 
Thanks for telling me about it, though!"
0x140196,"んじゃがんばって トモダチ
ふやせよな!","Well then, good luck making friends!
Seeya later!"
0x140198,"うん <&name>もね!
じゃ バイバーイ","Yeah, you too <&name>!
Bye-bye!"
 #######, colspan=2 | '''Takeo (Iris)                                   '''
0x14019a,"ゲンキにやってるか?
『シンカ』について わからない
ことが できたのか?
 はい  いいえ<*A>","Hey! How's it going?
Do you have any more questions about evolution?
<0>Yes <0>No<*A>"
0x14019c,"オッス <&name>!
オマエもついにデンジュウカイにくるようになったかー!","Yo <&name>!
Glad to see you finally made it to the Denjuu World!"
0x14019e,"よう タケオ!
ヘっヘー オレも
デンジュウカイのトモダチが
できたぜ!","Hey, Takeo!
And guess what, I've already made some friends here too!"
0x1401a0,"そっかー オマエも なかなか
やるもんだな
オマエはトモダチを
『シンカ』させたリ してるか?","I see, sounds like you're doing pretty well.
So have you tried to get any of them to evolve yet?"
0x1401a2,"『シンカ』??
なんだそれ??","""Evolve""?
What do you mean??"
0x1401a4,"それじゃあ
『シンカ』について おしえて
やるよ
 はい  いいえ<*A>","Well, I can explain it for you if you want.
<0>Yes <0>No<*A>"
0x1401a6,"『しぜんシンカ』について
ききたいか?
 はい  いいえ<*A>","Do you wanna hear about ""Natural evolution""?
<0>Yes <0>No<*A>"
0x1401a8,"『しぜんシンカ』は
テレファングをくリかえして
けいけんを つむと シンカ
できるんだ
このシンカは
『しぜんデンジュウ』しか
おこなうことができないんだ","Natural evolution can happen when a Denjuu gains enough experience points from battling.
This type only happens with ""Natural Denjuu"", though."
0x1401aa,"『かいぞうシンカ』について
ききたいか?
 はい  いいえ<*A>","Do you wanna hear about ""Fusion evolution""?
<0>Yes <0>No<*A>"
